채용글번호,지원금/보험,급여제도,선물,교육/생활,근무 환경,조직문화,출퇴근,리프레시
42737162,,"퇴직금, 야근수당, 휴일(특근)수당",,"창립일행사, 교육비 지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피)",,,,
42749977,,"장기근속자 포상, 4대 보험",,"도서구입비지원, 음료제공(차, 커피)",,,,
42746951,"건강검진, 각종 경조사 지원, 단체 상해보험, 복지카드/포인트","퇴직연금, 인센티브제, 장기근속자 포상, 스톡옵션, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 임신/출산 선물, 장기근속 선물","창립일행사, 도서구입비지원, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 장애인 화장실, 장애인 전용주차장, 장애인 엘리베이터, 사무용품 지급","수평적 조직문화, 회식강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","통근버스 운행, 야간교통비지급, 주차비지원, 탄력근무제","연차, 반차, 근로자의 날 휴무"
42739795,,"퇴직연금, 인센티브제, 4대 보험",,,"휴게실, 수면실, 회의실","회식강요 안함, 야근강요 안함, 자유복장",,"연차, 반차"
42736802,,"인센티브제, 장기근속자 포상, 우수사원포상, 4대 보험","명절선물/귀향비, 생일선물/파티, 생일자 조기퇴근, 장기근속 선물","간식 제공, 음료제공(차, 커피)",,"수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 님/닉네임 문화, 칼퇴근 보장, 반려동물 동반출근","재택근무, 주 52시간제 준수, 주 40시간제 시행",
42735689,,4대 보험,명절선물/귀향비,,,"회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용",,연차
42732266,"건강검진, 각종 경조사 지원","인센티브제, 상여금, 스톡옵션, 성과급, 직책수당, 장기근속수당, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 생일자 조기퇴근, 장기근속 선물","해외연수지원, 음료제공(차, 커피), 우리사주제도, 점심시간 연장제도","회의실, 공기청정기, 카페테리아, 스마트기기, 노트북, 최고 성능 컴퓨터","무제한 연차, 자유복장, 님/닉네임 문화, 출산 장려, 칼퇴근 보장, 반려동물 동반출근","차량유류비지급, 탄력근무제, 재택근무, 자율 근무제","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 보건휴가"
42727549,,"장기근속자 포상, 우수사원포상, 4대 보험",,저녁식사 제공,"휴게실, 카페테리아","회식강요 안함, 야근강요 안함, 자유복장",,"연차, 경조휴가제"
42726711,,"퇴직금, 야근수당, 휴일(특근)수당, 4대 보험",생일선물/파티,"점심식사 제공, 간식 제공, 음료제공(차, 커피)","사무용품 지급, 안마실/안마의자","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","주차장제공, 자율 근무제","연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무"
42726204,각종 경조사 지원,"스톡옵션, 퇴직금, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티","직무능력향상교육, 도서구입비지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 게임기, 노트북, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","주차장제공, 주 40시간제 시행","연차, 반차, 근로자의 날 휴무"
42718140,,"상여금, 퇴직금","명절선물/귀향비, 생일선물/파티, 도서 무제한 제공",,,,,
42716142,,"퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 점심식사 제공, 간식 제공, 음료제공(차, 커피)",회의실,"회식강요 안함, 야근강요 안함, 자유복장",,"연차, 반차, 근로자의 날 휴무"
42657686,,"퇴직연금, 인센티브제, 상여금","명절선물/귀향비, 장기근속 선물","교육비 지원, 자기계발비 지원, 점심식사 제공, 간식 제공",,자유복장,,
42704772,"건강검진, 각종 경조사 지원, 선택적복리후생","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 음료제공(차, 커피), 해외주재원 제도","휴게실, 회의실, 카페테리아, 노트북, 콘도/리조트 이용권, 사무용품 지급","야근강요 안함, 자유복장","차량유류비지급, 야간교통비지급, 주차장제공, 주차비지원","산전 후 휴가, 육아휴직"
42703519,,"장기근속자 포상, 퇴직금, 야근수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 임신/출산 선물",해외 워크샵,,"야근강요 안함, 자유복장",,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 육아휴직"
42639739,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 교육비 지원, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피)","회의실, 카페테리아, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장","통근버스 운행, 야간교통비지급, 주차비지원","연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직"
42701212,건강검진,"우수사원포상, 야근수당, 휴일(특근)수당, 4대 보험",명절선물/귀향비,"워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 저녁식사 제공",,"회식강요 안함, 야근강요 안함",,"연차, 반차"
42611327,"건강검진, 각종 경조사 지원","퇴직금, 4대 보험",,사내동호회 운영,,,,
42681161,,"인센티브제, 4대 보험",,,,야근강요 안함,,"여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무"
42664366,주요 제품 직원 할인,"인센티브제, 상여금, 스톡옵션, 퇴직금, 성과급, 4대 보험",,"직무능력향상교육, 도서구입비지원, 멘토링제도, 교육비 지원",,"회식강요 안함, 야근강요 안함, 님/닉네임 문화","탄력근무제, 재택근무, 주 52시간제 준수, 주 40시간제 시행, 자율 근무제","연차, 경조휴가제, 반차, 근로자의 날 휴무"
42661274,건강검진,"인센티브제, 상여금, 장기근속자 포상, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 크리스마스 선물, 장기근속 선물",,회의실,자유복장,,"연차, 근로자의 날 휴무"
42660646,,"퇴직연금, 4대 보험",명절선물/귀향비,"워크샵, 도서구입비지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피)",,,,
42652691,,"스톡옵션, 퇴직금, 성과급",,,,,"주차장제공, 주 40시간제 시행",
42625916,,"퇴직연금, 상여금, 직책수당, 가족수당, 4대 보험",명절선물/귀향비,"워크샵, 점심식사 제공, 음료제공(차, 커피)",,야근강요 안함,,"연차, 반차, 근로자의 날 휴무, 휴가비지원"
42625232,각종 경조사 지원,"스톡옵션, 4대 보험","명절선물/귀향비, 웰컴키트 지급","자기계발비 지원, 간식 제공, 음료제공(차, 커피)",안마실/안마의자,회식강요 안함,탄력근무제,"연차, 반차, 보건휴가"
42622836,각종 경조사 지원,"스톡옵션, 퇴직금, 성과급, 4대 보험",,"창립일행사, 도서구입비지원, 점심식사 제공, 식비 지원, 음료제공(차, 커피)","회의실, 공기청정기, 노트북, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장",야간교통비지급,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가"
42601294,,"퇴직금, 4대 보험",,"음료제공(차, 커피)","회의실, 사내 정원",자유복장,,"연차, 경조휴가제, 반차, 근로자의 날 휴무"
42432462,,"인센티브제, 퇴직금, 성과급, 4대 보험",,,"회의실, 공기청정기",,"탄력근무제, 재택근무, 주 40시간제 시행",
42597248,,"퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당",명절선물/귀향비,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 도서구입비지원, 교육비 지원","휴게실, 회의실, 공기청정기, 카페테리아",야근강요 안함,,근로자의 날 휴무
42546215,건강검진,"장기근속자 포상, 퇴직금, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 크리스마스 선물","워크샵, 저녁식사 제공, 사내동호회 운영, 아침식사 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 공기청정기, 사원증","회식강요 안함, 야근강요 안함, 자유복장",탄력근무제,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가"
42586094,,"상여금, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","도서구입비지원, 자격증취득지원, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)",공기청정기,"수평적 조직문화, 자유복장","야간교통비지급, 탄력근무제","연차, 반차, 근로자의 날 휴무"
42556751,각종 경조사 지원,"장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","명절선물/귀향비, 장기근속 선물","우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 멘토링제도, 자격증취득지원, 교육비 지원, 사우회(경조사회), 간식 제공, 음료제공(차, 커피), 신규입사자 멘토 제도","회의실, 공기청정기, 사무용품 지급, 최고 성능 컴퓨터",,주차비지원,"연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42550267,각종 경조사 지원,"퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","음료제공(차, 커피)",,,,
42546873,,"퇴직금, 성과급, 휴일(특근)수당, 4대 보험",,,,,,
42546748,,"퇴직금, 성과급, 휴일(특근)수당, 4대 보험",,,,,,
42537178,헬스비 지급,"인센티브제, 스톡옵션, 퇴직금, 4대 보험",웰컴키트 지급,"교육비 지원, 자기계발비 지원, 사내동호회 운영",노트북,,,
42855881,"건강검진, 각종 경조사 지원, 헬스비 지급, 업무활동비 지급, 선택적복리후생","인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 4대 보험","생일선물/파티, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 도서구입비지원, 자기계발비 지원, 음료제공(차, 커피)","회의실, 공기청정기, 노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장, 칼퇴근 보장","야간교통비지급, 재택근무, 주 40시간제 시행, 자율 근무제","연차, 여름휴가, 창립일휴무, 근로자의 날 휴무, 육아휴직, 패밀리데이"
42891793,,"장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",명절선물/귀향비,"우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 해외연수지원, 자기계발비 지원, 저녁식사 제공, 음료제공(차, 커피)","휴게실, 회의실, 사원증, 자회사 제품할인","회식강요 안함, 야근강요 안함, 자유복장",,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 육아휴직"
42940654,"건강검진, 각종 경조사 지원, 단체 상해보험","퇴직연금, 인센티브제, 스톡옵션, 연차수당","명절선물/귀향비, 생일선물/파티, 결혼기념일선물, 도서 무제한 제공, 임신/출산 선물, 웰컴키트 지급, 생일자 조기퇴근, 장기근속 선물","도서구입비지원, 사내동호회 운영, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 사무용품 지급, 안마실/안마의자","수평적 조직문화, 회식강요 안함, 자유복장",,"연차, 반차, Refresh휴가, 근로자의 날 휴무, 휴가비지원, 포상휴가, 산전 후 휴가, 육아휴직"
42941463,"건강검진, 각종 경조사 지원, 문화생활비, 통신비 지원, 자녀학자금","퇴직연금, 인센티브제, 우수사원포상, 퇴직금, 연차수당, 가족수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물","사내동호회 운영, 사우회(경조사회), 아침식사 제공, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 카페테리아, 노트북, 사원증, 사무용품 지급",노조/노사협의회,야간교통비지급,"산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공"
42969891,자녀학자금,"연차수당, 4대 보험",명절선물/귀향비,"워크샵, 신입사원교육(OJT), 직무능력향상교육, 간식 제공, 식비 지원","회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 문턱 없음, 노트북, 사원증, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장","주차장제공, 탄력근무제, 재택근무, 주 52시간제 준수","연차, 반차, 근로자의 날 휴무, 육아휴직, 남성출산휴가"
